"Step","robust-dream-992 - std_entropy_0","robust-dream-992 - std_entropy_0__MIN","robust-dream-992 - std_entropy_0__MAX"
"103","0.03188737481832504","0.03188737481832504","0.03188737481832504"
"105","0.03048880770802498","0.03048880770802498","0.03048880770802498"
"107","0.0175448190420866","0.0175448190420866","0.0175448190420866"
"109","0.01886044628918171","0.01886044628918171","0.01886044628918171"
"111","0.026122139766812325","0.026122139766812325","0.026122139766812325"
"113","0.026014041155576706","0.026014041155576706","0.026014041155576706"
"115","0.023986412212252617","0.023986412212252617","0.023986412212252617"
"117","0.013304834254086018","0.013304834254086018","0.013304834254086018"
"119","0.015238979831337929","0.015238979831337929","0.015238979831337929"
"121","0.02117813378572464","0.02117813378572464","0.02117813378572464"
"123","0.022134238854050636","0.022134238854050636","0.022134238854050636"
"125","0.019940370693802834","0.019940370693802834","0.019940370693802834"
"127","0.010839799419045448","0.010839799419045448","0.010839799419045448"
"129","0.013123616576194763","0.013123616576194763","0.013123616576194763"
"131","0.01829603873193264","0.01829603873193264","0.01829603873193264"
"133","0.019902292639017105","0.019902292639017105","0.019902292639017105"
"135","0.017734525725245476","0.017734525725245476","0.017734525725245476"
"137","0.00954762939363718","0.00954762939363718","0.00954762939363718"
"139","0.012025059200823307","0.012025059200823307","0.012025059200823307"
"141","0.016889533028006554","0.016889533028006554","0.016889533028006554"
"143","0.018902301788330078","0.018902301788330078","0.018902301788330078"
"145","0.01692034862935543","0.01692034862935543","0.01692034862935543"
"147","0.009187527000904083","0.009187527000904083","0.009187527000904083"
"149","0.011814318597316742","0.011814318597316742","0.011814318597316742"
"151","0.016799798235297203","0.016799798235297203","0.016799798235297203"
"153","0.01898443140089512","0.01898443140089512","0.01898443140089512"
"155","0.017244283109903336","0.017244283109903336","0.017244283109903336"
"157","0.009533699601888657","0.009533699601888657","0.009533699601888657"
"159","0.012286708690226078","0.012286708690226078","0.012286708690226078"
"161","0.017742419615387917","0.017742419615387917","0.017742419615387917"
"163","0.019941970705986023","0.019941970705986023","0.019941970705986023"
"165","0.018542123958468437","0.018542123958468437","0.018542123958468437"
"167","0.010502219200134277","0.010502219200134277","0.010502219200134277"
"169","0.013336272910237312","0.013336272910237312","0.013336272910237312"
"171","0.019520748406648636","0.019520748406648636","0.019520748406648636"
"173","0.021629344671964645","0.021629344671964645","0.021629344671964645"
"175","0.020655736327171326","0.020655736327171326","0.020655736327171326"
"177","0.012009640224277973","0.012009640224277973","0.012009640224277973"
"179","0.014891020953655243","0.014891020953655243","0.014891020953655243"
"181","0.02207641303539276","0.02207641303539276","0.02207641303539276"
"183","0.023936308920383453","0.023936308920383453","0.023936308920383453"
"185","0.023562796413898468","0.023562796413898468","0.023562796413898468"
"187","0.014091241173446178","0.014091241173446178","0.014091241173446178"
"189","0.016947871074080467","0.016947871074080467","0.016947871074080467"
"191","0.02531762607395649","0.02531762607395649","0.02531762607395649"
"193","0.026758495718240738","0.026758495718240738","0.026758495718240738"
"195","0.02713165059685707","0.02713165059685707","0.02713165059685707"
"197","0.016672320663928986","0.016672320663928986","0.016672320663928986"
"199","0.019407441839575768","0.019407441839575768","0.019407441839575768"
"201","0.029086148366332054","0.029086148366332054","0.029086148366332054"
"203","0.029932066798210144","0.029932066798210144","0.029932066798210144"
"205","0.031190356239676476","0.031190356239676476","0.031190356239676476"
"207","0.019687095656991005","0.019687095656991005","0.019687095656991005"
"209","0.022181252017617226","0.022181252017617226","0.022181252017617226"
"211","0.033211588859558105","0.033211588859558105","0.033211588859558105"
"213","0.03347049281001091","0.03347049281001091","0.03347049281001091"
"215","0.03585123270750046","0.03585123270750046","0.03585123270750046"
"217","0.02332022599875927","0.02332022599875927","0.02332022599875927"
"219","0.02552690915763378","0.02552690915763378","0.02552690915763378"
"221","0.038076359778642654","0.038076359778642654","0.038076359778642654"
"223","0.03749817982316017","0.03749817982316017","0.03749817982316017"
"225","0.04118475690484047","0.04118475690484047","0.04118475690484047"
"227","0.02753463014960289","0.02753463014960289","0.02753463014960289"
"229","0.029321949928998947","0.029321949928998947","0.029321949928998947"
"231","0.043437834829092026","0.043437834829092026","0.043437834829092026"
"233","0.04195763170719147","0.04195763170719147","0.04195763170719147"
"235","0.04713032394647598","0.04713032394647598","0.04713032394647598"
"237","0.03240565210580826","0.03240565210580826","0.03240565210580826"
"239","0.03359187766909599","0.03359187766909599","0.03359187766909599"
"241","0.04917566105723381","0.04917566105723381","0.04917566105723381"
"243","0.04668828845024109","0.04668828845024109","0.04668828845024109"
"245","0.05346475541591644","0.05346475541591644","0.05346475541591644"
"247","0.037656351923942566","0.037656351923942566","0.037656351923942566"
"249","0.03815910965204239","0.03815910965204239","0.03815910965204239"
"251","0.05509376898407936","0.05509376898407936","0.05509376898407936"
"253","0.05157849192619324","0.05157849192619324","0.05157849192619324"
"255","0.06001763045787811","0.06001763045787811","0.06001763045787811"
"257","0.04331529140472412","0.04331529140472412","0.04331529140472412"
"259","0.043042127043008804","0.043042127043008804","0.043042127043008804"
"261","0.06115177273750305","0.06115177273750305","0.06115177273750305"
"263","0.05661442503333092","0.05661442503333092","0.05661442503333092"
"265","0.06679078936576843","0.06679078936576843","0.06679078936576843"
"267","0.04927049204707146","0.04927049204707146","0.04927049204707146"
"269","0.04816798120737076","0.04816798120737076","0.04816798120737076"
"271","0.06738239526748657","0.06738239526748657","0.06738239526748657"
"273","0.061825040727853775","0.061825040727853775","0.061825040727853775"
"275","0.07377694547176361","0.07377694547176361","0.07377694547176361"
"277","0.05552808195352554","0.05552808195352554","0.05552808195352554"
"279","0.0534023642539978","0.0534023642539978","0.0534023642539978"
"281","0.07349507510662079","0.07349507510662079","0.07349507510662079"
"283","0.06690555810928345","0.06690555810928345","0.06690555810928345"
"285","0.08052659034729004","0.08052659034729004","0.08052659034729004"
"287","0.06173934414982796","0.06173934414982796","0.06173934414982796"
"289","0.058624181896448135","0.058624181896448135","0.058624181896448135"
"291","0.07947126775979996","0.07947126775979996","0.07947126775979996"
"293","0.07183254510164261","0.07183254510164261","0.07183254510164261"
"295","0.08707783371210098","0.08707783371210098","0.08707783371210098"
"297","0.06784730404615402","0.06784730404615402","0.06784730404615402"
"299","0.06374925374984741","0.06374925374984741","0.06374925374984741"
"301","0.08524293452501297","0.08524293452501297","0.08524293452501297"
"303","0.07681238651275635","0.07681238651275635","0.07681238651275635"
"305","0.09379496425390244","0.09379496425390244","0.09379496425390244"
"307","0.07437518984079361","0.07437518984079361","0.07437518984079361"
"309","0.06930860877037048","0.06930860877037048","0.06930860877037048"
"311","0.09126145392656326","0.09126145392656326","0.09126145392656326"
"313","0.0820041373372078","0.0820041373372078","0.0820041373372078"
"315","0.10071130841970444","0.10071130841970444","0.10071130841970444"
"317","0.08106014132499695","0.08106014132499695","0.08106014132499695"
"319","0.0749591663479805","0.0749591663479805","0.0749591663479805"
"321","0.09735998511314392","0.09735998511314392","0.09735998511314392"
"323","0.08732663840055466","0.08732663840055466","0.08732663840055466"
"325","0.10772790014743805","0.10772790014743805","0.10772790014743805"
"327","0.08806433528661728","0.08806433528661728","0.08806433528661728"
"329","0.08087955415248871","0.08087955415248871","0.08087955415248871"
"331","0.10350863635540009","0.10350863635540009","0.10350863635540009"
"333","0.09269633144140244","0.09269633144140244","0.09269633144140244"
"335","0.11467627435922623","0.11467627435922623","0.11467627435922623"
"337","0.09507864713668823","0.09507864713668823","0.09507864713668823"
"339","0.08669362962245941","0.08669362962245941","0.08669362962245941"
"341","0.10942449420690536","0.10942449420690536","0.10942449420690536"
"343","0.09794697910547256","0.09794697910547256","0.09794697910547256"
"345","0.12134984135627747","0.12134984135627747","0.12134984135627747"
"347","0.10189248621463776","0.10189248621463776","0.10189248621463776"
"349","0.09248611330986023","0.09248611330986023","0.09248611330986023"
"351","0.11524807661771774","0.11524807661771774","0.11524807661771774"
"353","0.10312847793102264","0.10312847793102264","0.10312847793102264"
"355","0.1276465654373169","0.1276465654373169","0.1276465654373169"
"357","0.10829053819179535","0.10829053819179535","0.10829053819179535"
"359","0.09777030348777771","0.09777030348777771","0.09777030348777771"
"361","0.12035566568374634","0.12035566568374634","0.12035566568374634"
"363","0.10776036232709885","0.10776036232709885","0.10776036232709885"
"365","0.13321855664253235","0.13321855664253235","0.13321855664253235"
"367","0.1142968013882637","0.1142968013882637","0.1142968013882637"
"369","0.10292033851146698","0.10292033851146698","0.10292033851146698"
"371","0.1252523958683014","0.1252523958683014","0.1252523958683014"
"373","0.11226499080657959","0.11226499080657959","0.11226499080657959"
"375","0.13862775266170502","0.13862775266170502","0.13862775266170502"
"377","0.11999514698982239","0.11999514698982239","0.11999514698982239"
"379","0.10791081935167313","0.10791081935167313","0.10791081935167313"
"381","0.12996806204319","0.12996806204319","0.12996806204319"
"383","0.11672171950340271","0.11672171950340271","0.11672171950340271"
"385","0.14391222596168518","0.14391222596168518","0.14391222596168518"
"387","0.1257365196943283","0.1257365196943283","0.1257365196943283"
"389","0.11294513195753098","0.11294513195753098","0.11294513195753098"
"391","0.13469403982162476","0.13469403982162476","0.13469403982162476"
"393","0.1211678758263588","0.1211678758263588","0.1211678758263588"
"395","0.14908620715141296","0.14908620715141296","0.14908620715141296"
"397","0.13154679536819458","0.13154679536819458","0.13154679536819458"
"399","0.11807260662317276","0.11807260662317276","0.11807260662317276"
"401","0.13937772810459137","0.13937772810459137","0.13937772810459137"
"403","0.12553605437278748","0.12553605437278748","0.12553605437278748"
"405","0.1539154052734375","0.1539154052734375","0.1539154052734375"
"407","0.1368476301431656","0.1368476301431656","0.1368476301431656"
"409","0.1227792501449585","0.1227792501449585","0.1227792501449585"
"411","0.14358970522880554","0.14358970522880554","0.14358970522880554"
"413","0.12952569127082825","0.12952569127082825","0.12952569127082825"
"415","0.15822388231754303","0.15822388231754303","0.15822388231754303"
"417","0.14169053733348846","0.14169053733348846","0.14169053733348846"
"419","0.12698028981685638","0.12698028981685638","0.12698028981685638"
"421","0.14726755023002625","0.14726755023002625","0.14726755023002625"
"423","0.13307461142539978","0.13307461142539978","0.13307461142539978"
"425","0.16206660866737366","0.16206660866737366","0.16206660866737366"
"427","0.14609381556510925","0.14609381556510925","0.14609381556510925"
"429","0.13098224997520447","0.13098224997520447","0.13098224997520447"
"431","0.15073156356811523","0.15073156356811523","0.15073156356811523"
"433","0.1364385187625885","0.1364385187625885","0.1364385187625885"
"435","0.16552303731441498","0.16552303731441498","0.16552303731441498"
"437","0.1501486450433731","0.1501486450433731","0.1501486450433731"
"439","0.13478010892868042","0.13478010892868042","0.13478010892868042"
"441","0.154059499502182","0.154059499502182","0.154059499502182"
"443","0.13983288407325745","0.13983288407325745","0.13983288407325745"
"445","0.16895920038223267","0.16895920038223267","0.16895920038223267"
"447","0.15416866540908813","0.15416866540908813","0.15416866540908813"
"449","0.13868853449821472","0.13868853449821472","0.13868853449821472"
"451","0.15740680694580078","0.15740680694580078","0.15740680694580078"
"453","0.14321884512901306","0.14321884512901306","0.14321884512901306"
"455","0.17235538363456726","0.17235538363456726","0.17235538363456726"
"457","0.15819962322711945","0.15819962322711945","0.15819962322711945"
"459","0.14262531697750092","0.14262531697750092","0.14262531697750092"
"461","0.16066917777061462","0.16066917777061462","0.16066917777061462"
"463","0.146465465426445","0.146465465426445","0.146465465426445"
"465","0.17535503208637238","0.17535503208637238","0.17535503208637238"
"467","0.16171634197235107","0.16171634197235107","0.16171634197235107"
"469","0.14601895213127136","0.14601895213127136","0.14601895213127136"
"471","0.1633814573287964","0.1633814573287964","0.1633814573287964"
"473","0.14931011199951172","0.14931011199951172","0.14931011199951172"
"475","0.1780192255973816","0.1780192255973816","0.1780192255973816"
"477","0.16500289738178253","0.16500289738178253","0.16500289738178253"
"479","0.14929543435573578","0.14929543435573578","0.14929543435573578"
"481","0.16600210964679718","0.16600210964679718","0.16600210964679718"
"483","0.15201108157634735","0.15201108157634735","0.15201108157634735"
"485","0.1804162859916687","0.1804162859916687","0.1804162859916687"
"487","0.16800494492053986","0.16800494492053986","0.16800494492053986"
"489","0.15239271521568298","0.15239271521568298","0.15239271521568298"
"491","0.16845375299453735","0.16845375299453735","0.16845375299453735"
"493","0.15466783940792084","0.15466783940792084","0.15466783940792084"
"495","0.18268828094005585","0.18268828094005585","0.18268828094005585"
"497","0.17090240120887756","0.17090240120887756","0.17090240120887756"
"499","0.15531155467033386","0.15531155467033386","0.15531155467033386"
